timestamp,bid,ask,last_trade,volume
2026-01-01T00:57:00Z,98374.00,98387.04,98378.36,8.164801
2026-01-01T00:58:00Z,98382.91,98395.98,98388.68,8.864088
2026-01-01T00:59:00Z,98388.86,98401.95,98394.16,8.453895
2026-01-01T01:00:00Z,98385.30,98398.42,98390.00,8.388777
2026-01-01T01:01:00Z,98389.32,98402.47,98394.97,8.485930
2026-01-01T01:02:00Z,98396.36,98409.53,98402.22,8.351932
2026-01-01T01:03:00Z,98403.29,98416.49,98409.00,8.341645
2026-01-01T01:04:00Z,98397.85,98411.08,98407.30,10.132362
2026-01-01T01:05:00Z,98406.00,98419.26,98412.25,8.030809
2026-01-01T01:06:00Z,98418.21,98431.49,98424.84,10.612630
2026-01-01T01:07:00Z,98401.96,98415.26,98409.05,8.525391
2026-01-01T01:08:00Z,98402.41,98415.74,98409.16,8.288287
2026-01-01T01:09:00Z,98411.95,98425.31,98416.00,10.364939
2026-01-01T01:10:00Z,98411.33,98424.71,98420.20,9.183238
2026-01-01T01:11:00Z,98417.29,98430.69,98427.94,9.031053
2026-01-01T01:12:00Z,98405.21,98418.63,98411.24,8.566986
2026-01-01T01:13:00Z,98424.88,98438.33,98433.22,8.320984
2026-01-01T01:14:00Z,98408.63,98422.10,98414.82,9.513352
2026-01-01T01:15:00Z,98427.23,98440.72,98431.53,8.079608
2026-01-01T01:16:00Z,98436.68,98450.20,98446.10,8.723977
2026-01-01T01:17:00Z,98429.91,98443.45,98435.13,9.074196
2026-01-01T01:18:00Z,98429.69,98443.25,98437.10,8.770820
2026-01-01T01:19:00Z,98427.32,98440.89,98432.66,9.020176
2026-01-01T01:20:00Z,98423.65,98437.25,98431.25,10.873755
2026-01-01T01:21:00Z,98431.95,98445.56,98439.32,9.937556
2026-01-01T01:22:00Z,98436.83,98450.47,98444.90,8.602009
2026-01-01T01:23:00Z,98431.90,98445.55,98437.88,9.968011
2026-01-01T01:24:00Z,98447.34,98461.01,98454.78,12.143476
2026-01-01T01:25:00Z,98440.59,98454.29,98448.22,8.528146
2026-01-01T01:26:00Z,98440.49,98454.20,98450.24,9.978785
2026-01-01T01:27:00Z,98432.42,98446.15,98438.79,8.696623
2026-01-01T01:28:00Z,98451.18,98464.92,98456.36,10.900991
2026-01-01T01:29:00Z,98430.90,98444.66,98437.69,8.329796
2026-01-01T01:30:00Z,98450.09,98463.86,98456.01,9.686608
2026-01-01T01:31:00Z,98432.26,98446.04,98439.56,8.673094
2026-01-01T01:32:00Z,98457.44,98471.24,98465.33,8.469330
2026-01-01T01:33:00Z,98461.29,98475.11,98468.03,9.044851
2026-01-01T01:34:00Z,98447.27,98461.10,98453.45,10.862041
2026-01-01T01:35:00Z,98453.57,98467.41,98460.80,8.709119
2026-01-01T01:36:00Z,98447.42,98461.28,98454.82,10.345820
2026-01-01T01:37:00Z,98454.20,98468.07,98460.50,9.006419
2026-01-01T01:38:00Z,98454.04,98467.92,98459.40,8.458035
2026-01-01T01:39:00Z,98455.73,98469.62,98464.98,9.450860
2026-01-01T01:40:00Z,98464.10,98478.00,98470.16,9.133498
2026-01-01T01:41:00Z,98447.24,98461.14,98454.58,8.842906
2026-01-01T01:42:00Z,98450.69,98464.60,98460.14,9.032029
2026-01-01T01:43:00Z,98442.00,98455.93,98449.66,8.850762
2026-01-01T01:44:00Z,98457.59,98471.52,98465.14,8.841122
2026-01-01T01:45:00Z,98441.56,98455.50,98447.08,9.310175
2026-01-01T01:46:00Z,98468.51,98482.46,98477.87,10.557298
2026-01-01T01:47:00Z,98441.84,98455.79,98449.78,10.703440
2026-01-01T01:48:00Z,98471.31,98485.27,98478.61,9.783616
2026-01-01T01:49:00Z,98474.55,98488.51,98482.34,10.693839
2026-01-01T01:50:00Z,98460.82,98474.80,98466.89,8.568187
2026-01-01T01:51:00Z,98454.70,98468.68,98463.41,10.152672
2026-01-01T01:52:00Z,98460.86,98474.84,98470.12,9.447100
2026-01-01T01:53:00Z,98459.84,98473.83,98467.09,9.292332
2026-01-01T01:54:00Z,98463.12,98477.11,98470.24,9.607076
2026-01-01T01:55:00Z,98471.76,98485.76,98479.75,8.684870
2026-01-01T01:56:00Z,98452.25,98466.25,98458.27,9.971179
2026-01-01T01:57:00Z,98455.79,98469.79,98463.36,8.725028
2026-01-01T01:58:00Z,98461.46,98475.46,98468.31,9.429854
2026-01-01T01:59:00Z,98454.58,98468.58,98462.61,9.329560
2026-01-01T02:00:00Z,98454.57,98468.57,98460.49,9.660233
2026-01-01T02:01:00Z,98448.98,98462.98,98454.75,9.580353
2026-01-01T02:02:00Z,98453.89,98467.89,98462.85,11.285820
2026-01-01T02:03:00Z,98453.76,98467.76,98458.83,9.017513
2026-01-01T02:04:00Z,98452.22,98466.21,98457.36,8.869423
2026-01-01T02:05:00Z,98454.32,98468.31,98460.74,9.499922
2026-01-01T02:06:00Z,98445.11,98459.10,98454.33,8.778282
2026-01-01T02:07:00Z,98443.64,98457.63,98450.17,9.740731
2026-01-01T02:08:00Z,98443.86,98457.84,98451.45,9.477708
2026-01-01T02:09:00Z,98454.33,98468.31,98463.07,9.273468
2026-01-01T02:10:00Z,98456.36,98470.33,98462.36,9.097295
2026-01-01T02:11:00Z,98455.78,98469.75,98463.79,8.632436
2026-01-01T02:12:00Z,98435.54,98449.51,98443.23,9.394751
2026-01-01T02:13:00Z,98436.50,98450.46,98442.67,8.942396
2026-01-01T02:14:00Z,98425.70,98439.65,98433.12,8.863506
2026-01-01T02:15:00Z,98436.72,98450.66,98444.99,9.396668
2026-01-01T02:16:00Z,98435.23,98449.17,98441.36,9.505157
2026-01-01T02:17:00Z,98426.60,98440.52,98433.14,9.436179
2026-01-01T02:18:00Z,98437.88,98451.80,98445.10,8.730928
2026-01-01T02:19:00Z,98444.96,98458.87,98452.20,9.072544
2026-01-01T02:20:00Z,98424.71,98438.61,98432.56,9.336009
2026-01-01T02:21:00Z,98444.48,98458.37,98450.49,8.741525
2026-01-01T02:22:00Z,98430.84,98444.72,98437.67,8.729792
2026-01-01T02:23:00Z,98415.99,98429.86,98423.95,9.508580
2026-01-01T02:24:00Z,98437.11,98450.96,98446.85,9.114811
2026-01-01T02:25:00Z,98426.10,98439.94,98433.03,11.069900
2026-01-01T02:26:00Z,98410.82,98424.65,98418.34,10.511409
2026-01-01T02:27:00Z,98402.27,98416.08,98406.65,10.411576
2026-01-01T02:28:00Z,98429.69,98443.49,98435.50,9.033352
2026-01-01T02:29:00Z,98410.01,98423.79,98417.66,10.089613
2026-01-01T02:30:00Z,98428.00,98441.77,98433.65,9.691815
2026-01-01T02:31:00Z,98416.55,98430.31,98423.46,10.490319
2026-01-01T02:32:00Z,98414.62,98428.36,98419.98,9.459668
2026-01-01T02:33:00Z,98407.12,98420.85,98414.89,9.254297
2026-01-01T02:34:00Z,98408.77,98422.48,98416.71,9.434327
2026-01-01T02:35:00Z,98406.62,98420.31,98413.70,10.640239
2026-01-01T02:36:00Z,98404.89,98418.56,98411.29,10.067620
2026-01-01T02:37:00Z,98409.10,98422.75,98415.19,9.231136
2026-01-01T02:38:00Z,98386.30,98399.94,98394.43,10.423042
2026-01-01T02:39:00Z,98393.18,98406.80,98401.31,10.431988
2026-01-01T02:40:00Z,98396.62,98410.22,98403.51,10.034700
2026-01-01T02:41:00Z,98405.83,98419.41,98414.49,11.208085
2026-01-01T02:42:00Z,98381.30,98394.86,98389.09,10.411388
2026-01-01T02:43:00Z,98387.57,98401.11,98394.50,9.683496
2026-01-01T02:44:00Z,98386.66,98400.18,98393.54,9.790775
2026-01-01T02:45:00Z,98396.53,98410.02,98402.66,9.271695
2026-01-01T02:46:00Z,98379.82,98393.29,98386.69,9.071034
2026-01-01T02:47:00Z,98380.32,98393.77,98385.78,9.830056
2026-01-01T02:48:00Z,98390.62,98404.05,98397.64,9.758188
2026-01-01T02:49:00Z,98383.68,98397.09,98391.55,9.248338
2026-01-01T02:50:00Z,98376.33,98389.71,98384.10,8.971734
2026-01-01T02:51:00Z,98364.48,98377.84,98371.19,11.159959
2026-01-01T02:52:00Z,98369.85,98383.18,98377.03,10.381662
2026-01-01T02:53:00Z,98368.72,98382.03,98376.53,8.903655
2026-01-01T02:54:00Z,98356.92,98370.20,98361.80,10.071115
2026-01-01T02:55:00Z,98351.77,98365.03,98359.19,9.160895
2026-01-01T02:56:00Z,98364.84,98378.07,98371.55,10.168838
2026-01-01T02:57:00Z,98366.33,98379.53,98372.12,9.249279
2026-01-01T02:58:00Z,98351.15,98364.32,98355.71,9.734379
2026-01-01T02:59:00Z,98362.47,98375.62,98369.04,9.519867
2026-01-01T03:00:00Z,98359.23,98372.36,98362.86,9.144822
2026-01-01T03:01:00Z,98349.19,98362.29,98355.03,10.605454
2026-01-01T03:02:00Z,98353.35,98366.41,98359.56,9.043211
2026-01-01T03:03:00Z,98340.01,98353.05,98345.89,10.512524
2026-01-01T03:04:00Z,98351.68,98364.69,98359.47,9.903889
2026-01-01T03:05:00Z,98329.42,98342.40,98338.51,11.325591
2026-01-01T03:06:00Z,98337.20,98350.15,98342.55,9.992308
2026-01-01T03:07:00Z,98336.57,98349.49,98341.89,8.996741
2026-01-01T03:08:00Z,98339.46,98352.35,98344.02,11.365556
2026-01-01T03:09:00Z,98340.82,98353.67,98345.70,10.657940
2026-01-01T03:10:00Z,98323.55,98336.37,98328.67,9.280821
2026-01-01T03:11:00Z,98302.70,98315.49,98308.81,11.130466
2026-01-01T03:12:00Z,98311.96,98324.72,98318.00,10.757147
2026-01-01T03:13:00Z,98323.54,98336.27,98329.63,11.300969
2026-01-01T03:14:00Z,98317.64,98330.34,98323.53,9.634785
2026-01-01T03:15:00Z,98309.50,98322.17,98314.16,9.339060
2026-01-01T03:16:00Z,98309.72,98322.35,98316.24,9.429432
2026-01-01T03:17:00Z,98304.61,98317.21,98311.44,11.066175
2026-01-01T03:18:00Z,98297.42,98309.99,98305.88,9.274254
2026-01-01T03:19:00Z,98297.75,98310.28,98307.05,9.170762
2026-01-01T03:20:00Z,98312.46,98324.96,98319.73,11.003191
2026-01-01T03:21:00Z,98300.09,98312.55,98305.66,10.598264
2026-01-01T03:22:00Z,98282.58,98295.01,98288.93,9.697947
2026-01-01T03:23:00Z,98297.53,98309.93,98303.35,9.949289
2026-01-01T03:24:00Z,98284.18,98296.54,98289.67,10.232056
2026-01-01T03:25:00Z,98288.14,98300.46,98294.27,10.068790
2026-01-01T03:26:00Z,98285.61,98297.90,98290.80,9.000081
2026-01-01T03:27:00Z,98289.24,98301.50,98295.59,9.562299
2026-01-01T03:28:00Z,98269.71,98281.93,98275.34,9.328704
2026-01-01T03:29:00Z,98285.81,98298.00,98289.91,9.188423
2026-01-01T03:30:00Z,98288.11,98300.26,98293.96,9.111806
2026-01-01T03:31:00Z,98279.87,98291.98,98286.23,9.808243
2026-01-01T03:32:00Z,98274.66,98286.74,98280.89,9.938087
2026-01-01T03:33:00Z,98270.57,98282.61,98278.15,9.244528
2026-01-01T03:34:00Z,98268.45,98280.46,98273.84,9.944412
2026-01-01T03:35:00Z,98260.86,98272.82,98267.98,10.124315
2026-01-01T03:36:00Z,98257.16,98269.08,98263.38,9.156215
2026-01-01T03:37:00Z,98265.95,98277.84,98273.22,9.494942
2026-01-01T03:38:00Z,98265.08,98276.93,98269.87,10.510791
2026-01-01T03:39:00Z,98264.60,98276.41,98271.18,9.224978
2026-01-01T03:40:00Z,98251.29,98263.06,98256.76,9.601289
2026-01-01T03:41:00Z,98255.48,98267.22,98261.50,10.630461
2026-01-01T03:42:00Z,98255.17,98266.87,98260.15,10.298100
2026-01-01T03:43:00Z,98250.60,98262.26,98254.11,9.835693
2026-01-01T03:44:00Z,98256.81,98268.43,98262.55,10.189155
2026-01-01T03:45:00Z,98240.61,98252.20,98246.22,11.904198
2026-01-01T03:46:00Z,98247.83,98259.38,98254.44,9.368988
2026-01-01T03:47:00Z,98240.69,98252.19,98246.67,9.414377
2026-01-01T03:48:00Z,98251.68,98263.15,98257.44,9.820099
2026-01-01T03:49:00Z,98237.55,98248.98,98243.50,10.858510
2026-01-01T03:50:00Z,98237.03,98248.43,98241.41,10.033771
2026-01-01T03:51:00Z,98221.22,98232.57,98227.30,10.621702
2026-01-01T03:52:00Z,98226.55,98237.86,98229.73,10.328063
2026-01-01T03:53:00Z,98239.42,98250.70,98243.42,11.084307
2026-01-01T03:54:00Z,98234.80,98246.04,98240.00,9.501518
2026-01-01T03:55:00Z,98237.84,98249.04,98243.43,10.538252
2026-01-01T03:56:00Z,98229.51,98240.66,98235.71,9.678470
2026-01-01T03:57:00Z,98217.61,98228.73,98224.55,9.475020
2026-01-01T03:58:00Z,98224.50,98235.58,98230.06,10.211025
2026-01-01T03:59:00Z,98228.58,98239.62,98233.68,9.790649
2026-01-01T04:00:00Z,98242.38,98253.38,98249.62,9.777061
2026-01-01T04:01:00Z,98215.01,98225.97,98225.18,10.405426
2026-01-01T04:02:00Z,98219.84,98230.76,98224.42,10.916626
2026-01-01T04:03:00Z,98225.04,98235.92,98228.69,9.282675
2026-01-01T04:04:00Z,98224.96,98235.80,98229.98,10.422909
2026-01-01T04:05:00Z,98213.73,98224.54,98218.59,8.982966
2026-01-01T04:06:00Z,98214.37,98225.13,98220.67,10.092529
2026-01-01T04:07:00Z,98203.71,98214.44,98208.15,10.568061
2026-01-01T04:08:00Z,98212.06,98222.75,98220.33,9.535871
2026-01-01T04:09:00Z,98206.46,98217.11,98210.74,9.234731
2026-01-01T04:10:00Z,98205.53,98216.13,98213.80,10.128245
2026-01-01T04:11:00Z,98219.61,98230.18,98226.72,9.066605
2026-01-01T04:12:00Z,98205.46,98215.99,98210.39,9.366511
2026-01-01T04:13:00Z,98219.74,98230.24,98225.06,10.608303
2026-01-01T04:14:00Z,98212.43,98222.89,98216.82,11.544002
2026-01-01T04:15:00Z,98205.92,98216.33,98209.33,9.624325
2026-01-01T04:16:00Z,98226.50,98236.87,98234.01,9.603830
2026-01-01T04:17:00Z,98206.70,98217.04,98212.73,10.185300
2026-01-01T04:18:00Z,98206.63,98216.93,98211.61,11.555749
2026-01-01T04:19:00Z,98208.72,98218.98,98213.24,9.046907
2026-01-01T04:20:00Z,98213.85,98224.07,98217.69,9.196569
2026-01-01T04:21:00Z,98199.57,98209.75,98204.31,11.146170
2026-01-01T04:22:00Z,98214.57,98224.72,98219.53,10.008870
2026-01-01T04:23:00Z,98205.93,98216.04,98212.29,9.558334
2026-01-01T04:24:00Z,98219.85,98229.92,98223.17,9.227441
2026-01-01T04:25:00Z,98222.07,98232.10,98224.58,10.300457
2026-01-01T04:26:00Z,98193.24,98203.24,98198.13,9.076280
2026-01-01T04:27:00Z,98214.62,98224.59,98215.66,11.165388
2026-01-01T04:28:00Z,98203.53,98213.45,98208.54,9.930555
2026-01-01T04:29:00Z,98206.36,98216.25,98209.82,9.334804
2026-01-01T04:30:00Z,98201.48,98211.33,98206.71,9.545463
2026-01-01T04:31:00Z,98219.89,98229.70,98223.97,9.223735
2026-01-01T04:32:00Z,98209.02,98218.80,98213.54,8.898821
2026-01-01T04:33:00Z,98196.41,98206.16,98201.75,9.928853
2026-01-01T04:34:00Z,98201.57,98211.28,98204.44,10.217919
2026-01-01T04:35:00Z,98208.47,98218.14,98214.74,9.145476
2026-01-01T04:36:00Z,98196.38,98206.02,98199.84,9.722134
2026-01-01T04:37:00Z,98204.34,98213.94,98207.78,9.021676
2026-01-01T04:38:00Z,98209.56,98219.13,98213.08,9.191505
2026-01-01T04:39:00Z,98207.71,98217.24,98209.24,9.396942
2026-01-01T04:40:00Z,98205.65,98215.15,98212.03,10.167414
2026-01-01T04:41:00Z,98200.16,98209.63,98206.38,10.682757
2026-01-01T04:42:00Z,98208.41,98217.84,98213.87,9.169597
2026-01-01T04:43:00Z,98201.00,98210.40,98205.94,9.000446
2026-01-01T04:44:00Z,98225.32,98234.68,98230.73,12.403260
2026-01-01T04:45:00Z,98202.72,98212.05,98207.36,10.033439
2026-01-01T04:46:00Z,98226.02,98235.32,98231.70,9.651257
2026-01-01T04:47:00Z,98211.50,98220.77,98215.20,11.174893
2026-01-01T04:48:00Z,98232.38,98241.61,98237.63,9.045083
2026-01-01T04:49:00Z,98227.20,98236.40,98232.74,9.895050
2026-01-01T04:50:00Z,98207.82,98216.99,98211.51,8.951854
2026-01-01T04:51:00Z,98224.77,98233.91,98230.54,9.920186
2026-01-01T04:52:00Z,98224.11,98233.22,98231.42,9.532540
2026-01-01T04:53:00Z,98231.27,98240.35,98235.78,9.615705
2026-01-01T04:54:00Z,98239.99,98249.04,98244.65,10.155557
2026-01-01T04:55:00Z,98219.85,98228.88,98225.10,9.763984
2026-01-01T04:56:00Z,98222.18,98231.17,98228.05,9.481272
2026-01-01T04:57:00Z,98223.14,98232.10,98227.62,10.981327
2026-01-01T04:58:00Z,98233.48,98242.42,98239.12,9.532972
2026-01-01T04:59:00Z,98233.10,98242.01,98236.08,9.331931
2026-01-01T05:00:00Z,98240.68,98249.56,98245.07,10.379860
2026-01-01T05:01:00Z,98233.93,98242.78,98238.11,10.161936
2026-01-01T05:02:00Z,98231.95,98240.78,98234.46,10.182979
2026-01-01T05:03:00Z,98242.09,98250.89,98243.78,8.666324
2026-01-01T05:04:00Z,98237.22,98245.99,98243.79,9.479036
2026-01-01T05:05:00Z,98237.52,98246.26,98240.75,9.860386
2026-01-01T05:06:00Z,98238.31,98247.03,98240.88,9.824144
2026-01-01T05:07:00Z,98232.86,98241.55,98235.33,10.449421
2026-01-01T05:08:00Z,98243.37,98252.04,98246.85,10.040596
2026-01-01T05:09:00Z,98253.23,98261.88,98257.49,9.078140
2026-01-01T05:10:00Z,98247.60,98256.22,98253.90,8.838401
2026-01-01T05:11:00Z,98257.05,98265.65,98258.12,9.325879
2026-01-01T05:12:00Z,98237.85,98246.43,98241.61,8.980061
2026-01-01T05:13:00Z,98251.84,98260.39,98256.76,9.749999
2026-01-01T05:14:00Z,98263.88,98272.41,98266.20,8.827255
2026-01-01T05:15:00Z,98264.71,98273.21,98269.63,8.656396
2026-01-01T05:16:00Z,98278.98,98287.46,98282.70,9.035245
2026-01-01T05:17:00Z,98243.52,98251.99,98249.97,8.927140
2026-01-01T05:18:00Z,98258.36,98266.81,98264.24,9.957162
2026-01-01T05:19:00Z,98270.84,98279.26,98273.26,8.967461
2026-01-01T05:20:00Z,98267.24,98275.64,98269.97,9.706794
2026-01-01T05:21:00Z,98257.41,98265.79,98262.31,8.995954
2026-01-01T05:22:00Z,98293.17,98301.53,98297.76,10.904750
2026-01-01T05:23:00Z,98272.39,98280.74,98276.64,8.851137
2026-01-01T05:24:00Z,98289.27,98297.60,98290.98,8.810153
2026-01-01T05:25:00Z,98291.56,98299.86,98297.64,10.637120
2026-01-01T05:26:00Z,98283.07,98291.36,98288.59,10.447551
2026-01-01T05:27:00Z,98298.20,98306.48,98303.24,9.376382
2026-01-01T05:28:00Z,98284.74,98293.00,98287.06,9.551901
2026-01-01T05:29:00Z,98290.75,98299.00,98294.84,9.056332
2026-01-01T05:30:00Z,98292.88,98301.11,98297.28,9.577412
2026-01-01T05:31:00Z,98299.08,98307.30,98303.50,8.433248
2026-01-01T05:32:00Z,98295.12,98303.32,98300.20,10.576756
2026-01-01T05:33:00Z,98298.81,98307.00,98304.45,9.385809
2026-01-01T05:34:00Z,98284.97,98293.14,98288.10,9.070730
2026-01-01T05:35:00Z,98315.04,98323.20,98319.35,8.865960
2026-01-01T05:36:00Z,98316.48,98324.63,98319.43,9.181435
2026-01-01T05:37:00Z,98304.23,98312.37,98308.09,8.417324
2026-01-01T05:38:00Z,98318.03,98326.15,98321.18,9.350986
2026-01-01T05:39:00Z,98326.65,98334.76,98332.64,9.105416
2026-01-01T05:40:00Z,98323.46,98331.57,98328.36,8.972173
2026-01-01T05:41:00Z,98319.45,98327.54,98325.11,10.291251
2026-01-01T05:42:00Z,98343.17,98351.25,98347.26,8.606647
2026-01-01T05:43:00Z,98333.39,98341.46,98337.42,8.949098
2026-01-01T05:44:00Z,98331.80,98339.87,98335.60,10.305096
2026-01-01T05:45:00Z,98336.82,98344.87,98340.93,9.241042
2026-01-01T05:46:00Z,98339.43,98347.48,98343.82,8.247136
2026-01-01T05:47:00Z,98331.21,98339.25,98335.19,9.523298
2026-01-01T05:48:00Z,98345.40,98353.44,98347.94,9.247204
2026-01-01T05:49:00Z,98352.46,98360.49,98356.83,8.255369
2026-01-01T05:50:00Z,98352.56,98360.58,98354.11,9.439388
2026-01-01T05:51:00Z,98350.80,98358.82,98355.24,8.206415
2026-01-01T05:52:00Z,98346.71,98354.73,98350.89,8.643458
2026-01-01T05:53:00Z,98348.97,98356.98,98353.39,8.338811
2026-01-01T05:54:00Z,98369.85,98377.86,98374.69,8.956205
2026-01-01T05:55:00Z,98365.62,98373.63,98368.57,9.185057
2026-01-01T05:56:00Z,98354.05,98362.05,98361.65,9.345287
2026-01-01T05:57:00Z,98366.90,98374.90,98370.45,8.374864
2026-01-01T05:58:00Z,98366.67,98374.67,98368.33,9.222917
2026-01-01T05:59:00Z,98362.97,98370.97,98366.81,8.833609
2026-01-01T06:00:00Z,98371.35,98379.35,98375.62,8.699342
2026-01-01T06:01:00Z,98387.05,98395.05,98390.57,8.257566
2026-01-01T06:02:00Z,98371.73,98379.74,98376.56,8.460924
2026-01-01T06:03:00Z,98388.34,98396.34,98392.75,8.170109
2026-01-01T06:04:00Z,98389.53,98397.54,98393.05,9.564532
2026-01-01T06:05:00Z,98397.98,98405.99,98402.59,9.352542
2026-01-01T06:06:00Z,98384.42,98392.43,98387.60,8.217500
2026-01-01T06:07:00Z,98399.49,98407.51,98402.38,9.323061
2026-01-01T06:08:00Z,98398.62,98406.64,98400.11,8.467979
2026-01-01T06:09:00Z,98380.58,98388.60,98383.65,8.543531
2026-01-01T06:10:00Z,98399.03,98407.06,98402.64,8.344432
2026-01-01T06:11:00Z,98401.80,98409.83,98407.70,9.316278
2026-01-01T06:12:00Z,98400.04,98408.08,98405.63,9.790878
2026-01-01T06:13:00Z,98405.26,98413.31,98411.19,10.519497
2026-01-01T06:14:00Z,98418.97,98427.02,98421.43,7.991585
2026-01-01T06:15:00Z,98415.50,98423.56,98421.65,8.778218
2026-01-01T06:16:00Z,98418.94,98427.00,98423.76,8.094293
2026-01-01T06:17:00Z,98415.44,98423.52,98419.41,7.890998
2026-01-01T06:18:00Z,98431.60,98439.69,98434.46,8.304323
2026-01-01T06:19:00Z,98429.60,98437.69,98433.44,7.974246
2026-01-01T06:20:00Z,98429.34,98437.45,98432.52,8.698041
2026-01-01T06:21:00Z,98435.44,98443.56,98438.13,9.123337
2026-01-01T06:22:00Z,98436.07,98444.19,98438.54,8.050934
2026-01-01T06:23:00Z,98438.06,98446.19,98443.08,9.088309
2026-01-01T06:24:00Z,98436.15,98444.30,98439.34,8.411218
2026-01-01T06:25:00Z,98433.57,98441.73,98436.71,8.011758
2026-01-01T06:26:00Z,98443.84,98452.02,98447.32,8.542541
2026-01-01T06:27:00Z,98448.78,98456.97,98452.25,8.891067
2026-01-01T06:28:00Z,98447.03,98455.23,98450.80,8.913139
2026-01-01T06:29:00Z,98457.08,98465.29,98462.24,7.664339
2026-01-01T06:30:00Z,98453.69,98461.92,98458.46,7.638519
2026-01-01T06:31:00Z,98461.92,98470.17,98468.12,7.684116
2026-01-01T06:32:00Z,98460.43,98468.69,98465.66,7.979258
2026-01-01T06:33:00Z,98449.97,98458.24,98455.24,9.442175
2026-01-01T06:34:00Z,98475.35,98483.65,98480.59,7.770909
2026-01-01T06:35:00Z,98463.47,98471.77,98469.81,8.667144
2026-01-01T06:36:00Z,98455.75,98464.08,98459.17,7.831795
2026-01-01T06:37:00Z,98458.92,98467.26,98463.28,7.666710
